notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
,,EK,main,30 ,2012 ,july,18,18/07,muskN,4 ,n,main-30-2012-july-18-muskN-4,8 ,3 ,1 ,0 ,0 ,0 ,0 ,33 ,15 ,12 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,11 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,1 ,5 ,0 ,0 ,4 ,0 ,9 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,121 ,21.49,0.83,0.00,0.83,4.13,0.00,3.31,7.44,1.65,6.61,2.48,10.74,3.31,0.00,0.00,27.27,25.62,12.40,9.92,3.31,9.09,0.00,2.48,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,3.31,6.61,4.13,3.31,1.65,0 ,2.732053821 ,0.826446281 
,,LO,main,30 ,2012 ,july,18,18/07,muskN,4 ,n,main-30-2012-july-18-muskN-4,13 ,0 ,1 ,0 ,0 ,0 ,0 ,18 ,23 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,16 ,5 ,0 ,0 ,0 ,0 ,1 ,8 ,0 ,7 ,0 ,0 ,16 ,6 ,1 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,136 ,34.56,0.74,0.00,0.74,5.88,0.00,5.15,11.76,4.41,9.56,0.00,5.88,11.76,3.68,0.00,13.24,20.59,16.91,3.68,0.00,16.18,0.00,2.94,0.00,0.74,0.00,0.74,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,5.15,5.88,15.44,0.00,0 ,11.35380623 ,0 
,,EK,main,30 ,2012 ,july,18,18/07,muskN,1 ,y,main-30-2012-july-18-muskN-1,3 ,0 ,3 ,0 ,0 ,0 ,0 ,11 ,27 ,15 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,7 ,0 ,6 ,4 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,14 ,10 ,1 ,2 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,,120 ,30.00,2.50,0.00,0.00,1.67,0.00,0.83,11.67,8.33,2.50,0.00,6.67,5.00,3.33,0.00,9.17,37.50,22.50,12.50,2.50,20.00,0.00,0.83,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.83,0.83,0.83,1.67,0.83,1.67,1.67,8.33,0.83,0.833333333 ,6.944444444 ,0.833333333 
,,LO,main,30 ,2012 ,july,18,18/07,muskN,1 ,y,main-30-2012-july-18-muskN-1,3 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,28 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,4 ,0 ,41 ,6 ,2 ,1 ,2 ,0 ,0 ,6 ,0 ,2 ,0 ,0 ,13 ,10 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,1 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,142 ,29.58,0.00,0.00,0.00,4.23,0.00,1.41,9.15,7.04,2.11,0.00,4.23,28.87,4.23,1.41,2.82,22.54,19.72,2.82,0.00,16.20,0.00,1.41,0.00,1.41,0.70,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.70,0.00,0.00,1.41,4.23,34.51,0.70,1.408450704 ,24.30073398 ,1.408450704 
,,EK,main,30 ,2012 ,july,21,21/07,pelican,1 ,n,main-30-2012-july-21-pelican-1,2 ,13 ,0 ,0 ,0 ,0 ,0 ,1 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,10 ,0 ,25 ,5 ,5 ,2 ,2 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,120 ,8.33,0.00,0.00,0.83,2.50,0.00,0.00,0.00,0.00,1.67,10.83,13.33,20.83,4.17,4.17,0.83,20.00,11.67,8.33,0.00,0.00,0.83,2.50,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.83,0.00,0.00,2.50,29.17,1.67,1.666666667 ,24.30555556 ,5 
,,LO,main,30 ,2012 ,july,21,21/07,pelican,1 ,n,main-30-2012-july-21-pelican-1,1 ,9 ,0 ,3 ,7 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,4 ,0 ,36 ,31 ,12 ,2 ,3 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,138 ,7.97,0.00,0.00,0.72,2.17,0.00,0.00,0.00,0.00,0.72,6.52,4.35,26.09,22.46,8.70,7.25,7.97,0.00,7.97,0.00,0.00,0.00,2.17,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.72,0.00,0.00,2.17,57.25,1.45,2.173913043 ,41.48288175 ,1.449275362 
,,EK,main,30 ,2012 ,july,21,21/07,pelican,2 ,n,main-30-2012-july-21-pelican-2,0 ,23 ,1 ,0 ,0 ,0 ,0 ,1 ,7 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,9 ,0 ,19 ,12 ,8 ,2 ,1 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,115 ,7.83,0.87,0.00,2.61,0.87,0.00,0.00,0.00,0.87,0.00,20.00,12.17,16.52,10.43,6.96,0.87,17.39,6.09,11.30,0.00,0.87,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.87,0.00,0.00,0.87,33.91,1.74,0.869565217 ,29.48960302 ,1.739130435 
,,LO,main,30 ,2012 ,july,21,21/07,pelican,2 ,n,main-30-2012-july-21-pelican-2,2 ,5 ,1 ,0 ,7 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,6 ,0 ,40 ,37 ,8 ,1 ,0 ,0 ,3 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,1 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,135 ,10.37,0.74,0.00,2.22,2.96,0.00,0.00,0.00,2.22,1.48,3.70,7.41,29.63,27.41,5.93,5.19,5.19,0.00,5.19,0.00,2.22,0.74,0.74,0.00,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,2.96,62.96,0.74,0 ,46.63923182 ,2.222222222 
,,EK,main,30 ,2012 ,july,21,21/07,pelican,4 ,n,main-30-2012-july-21-pelican-4,1 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,14 ,0 ,24 ,12 ,6 ,7 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,2 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,125 ,9.60,0.00,0.00,0.00,1.60,0.00,0.80,0.00,0.80,0.80,10.40,15.20,19.20,9.60,4.80,0.00,20.00,9.60,10.40,0.00,0.80,1.60,3.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.00,0.00,0.80,1.60,1.60,33.60,5.60,0.8 ,26.88 ,4 
,,LO,main,30 ,2012 ,july,21,21/07,pelican,4 ,n,main-30-2012-july-21-pelican-4,0 ,9 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,0 ,40 ,41 ,7 ,3 ,1 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,6 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,144 ,11.81,0.00,0.00,0.69,2.08,0.00,0.00,0.00,0.00,0.00,6.25,2.78,27.78,28.47,4.86,6.94,4.86,0.00,4.86,0.00,0.00,1.39,4.17,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.00,0.00,2.08,61.11,2.08,0.694444444 ,42.4382716 ,0 
,,EK,main,30 ,2012 ,july,19,19/07,white,1 ,n,main-30-2012-july-19-white-1,9 ,3 ,0 ,10 ,0 ,0 ,0 ,0 ,31 ,26 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,,118 ,5.93,0.00,0.00,0.00,0.85,0.00,0.00,2.54,1.69,7.63,2.54,18.64,0.00,0.00,0.00,8.47,53.39,26.27,22.03,5.08,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,1.69,1.694915254 ,0 ,9.322033898 
,,LO,main,30 ,2012 ,july,19,19/07,white,1 ,n,main-30-2012-july-19-white-1,3 ,1 ,11 ,0 ,0 ,0 ,0 ,7 ,40 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,7 ,1 ,2 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,141 ,14.89,7.80,0.00,0.00,1.42,0.00,0.71,4.96,0.71,2.13,0.71,7.09,0.71,0.00,0.00,4.96,60.28,28.37,31.91,0.00,5.67,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,2.13,0.00,0.71,1.42,0.71,0.71,0.709219858 ,0.502992807 ,3.546099291 
,,EK,main,30 ,2012 ,july,19,19/07,white,4 ,n,main-30-2012-july-19-white-4,14 ,3 ,0 ,0 ,0 ,0 ,0 ,17 ,42 ,29 ,6 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,,129 ,2.33,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,10.85,2.33,10.08,0.00,0.00,0.00,13.18,59.69,32.56,22.48,4.65,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.78,0.775193798 ,0 ,5.426356589 
,,LO,main,30 ,2012 ,july,19,19/07,white,4 ,n,main-30-2012-july-19-white-4,4 ,3 ,5 ,0 ,0 ,0 ,0 ,9 ,30 ,51 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,13 ,0 ,2 ,1 ,0 ,0 ,2 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,7 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,146 ,13.01,3.42,0.00,0.00,4.11,0.00,0.68,4.79,0.00,2.74,2.05,13.01,1.37,0.68,0.00,6.16,56.16,20.55,34.93,0.68,4.79,0.00,0.68,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.68,4.11,2.05,0.00,1.369863014 ,1.407393507 ,4.109589041 
,,EK,main,30 ,2012 ,july,19,19/07,white,2 ,y,main-30-2012-july-19-white-2,25 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,32 ,28 ,5 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,,123 ,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,20.33,0.00,4.07,0.81,0.00,0.00,17.89,52.85,26.02,22.76,4.07,0.81,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.81,1.63,0 ,0.66098222 ,1.62601626 
,,LO,main,30 ,2012 ,july,19,19/07,white,2 ,y,main-30-2012-july-19-white-2,8 ,7 ,3 ,0 ,0 ,0 ,0 ,13 ,35 ,65 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,5 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,147 ,3.40,2.04,0.00,0.00,0.68,0.00,0.00,1.36,0.00,5.44,4.76,4.08,2.04,0.00,0.68,8.84,68.71,23.81,44.22,0.68,1.36,0.00,1.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,2.72,0.00,0 ,1.851080568 ,0.680272109 
,,LO,main,30 ,2013 ,august,10,10-Aug,bigelow,2 ,n,main-30-2013-august-10-bigelow-2,21 ,6 ,7 ,,,,,17 ,0 ,6 ,0 ,6 ,0 ,0 ,0 ,0 ,8 ,0 ,4 ,20 ,0 ,14 ,6 ,7 ,0 ,3 ,0 ,0 ,7 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,2 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,142 ,11.97,4.93,0.00,0.00,4.93,0.00,0.70,1.41,0.70,14.79,4.23,22.54,9.86,4.23,4.93,11.97,8.45,4.23,4.23,0.00,2.11,0.00,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.70,4.93,19.01,0.00,2.112676056 ,13.39020036 ,5.633802817 
,,LO,main,30 ,2013 ,august,10,10-Aug,bigelow,4 ,n,main-30-2013-august-10-bigelow-4,17 ,3 ,9 ,,,,,5 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,14 ,0 ,24 ,6 ,28 ,3 ,2 ,0 ,0 ,7 ,0 ,1 ,0 ,0 ,5 ,1 ,3 ,2 ,0 ,0 ,6 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,148 ,19.59,6.08,0.00,0.00,4.73,0.00,0.68,3.38,0.68,11.49,2.03,12.84,16.22,4.05,18.92,3.38,2.03,0.00,1.35,0.68,4.05,0.00,4.05,0.00,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,1.35,0.00,0.68,4.73,39.19,2.03,1.351351351 ,26.47918188 ,3.378378378 
,,LO,main,30 ,2013 ,august,10,10-Aug,bigelow,1 ,y,main-30-2013-august-10-bigelow-1,13 ,12 ,8 ,,,,,13 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,16 ,0 ,16 ,5 ,23 ,3 ,1 ,0 ,0 ,6 ,0 ,1 ,0 ,0 ,3 ,5 ,3 ,2 ,0 ,0 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,142 ,19.01,5.63,0.00,0.00,4.23,0.00,0.70,2.11,3.52,9.15,8.45,12.68,11.27,3.52,16.20,9.15,2.11,0.70,1.41,0.00,5.63,0.00,2.82,0.00,1.41,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,1.41,0.00,0.70,4.23,30.99,2.11,0.704225352 ,21.82106725 ,1.408450704 
,,LO,main,30 ,2013 ,august,9,9-Aug,crab,2 ,n,main-30-2013-august-9-crab-2,26 ,15 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,16 ,1 ,11 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,6 ,0 ,19 ,4 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,138 ,6.52,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,18.84,10.87,7.25,13.77,2.90,2.17,12.32,20.29,7.97,11.59,0.72,2.90,0.00,2.17,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.72,2.17,0.00,0.00,0.00,0.00,0.00,18.84,1.45,0.724637681 ,13.65259399 ,2.898550725 
,,LO,main,30 ,2013 ,august,9,9-Aug,crab,3 ,n,main-30-2013-august-9-crab-3,7 ,12 ,5 ,0 ,0 ,0 ,0 ,16 ,0 ,7 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,31 ,18 ,0 ,2 ,2 ,0 ,1 ,2 ,0 ,0 ,4 ,0 ,6 ,3 ,1 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,132 ,18.94,3.79,0.00,0.76,1.52,0.00,3.03,4.55,2.27,5.30,9.09,3.03,23.48,13.64,0.00,12.12,7.58,2.27,5.30,0.00,6.82,0.00,3.79,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,3.03,6.06,1.52,37.12,1.52,1.515151515 ,28.12213039 ,0 
,,LO,main,30 ,2013 ,august,9,9-Aug,crab,4 ,n,main-30-2013-august-9-crab-4,14 ,10 ,1 ,0 ,0 ,0 ,0 ,14 ,28 ,5 ,7 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,16 ,6 ,0 ,4 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,,119 ,1.68,0.84,0.00,0.00,0.84,0.00,0.00,0.84,0.00,11.76,8.40,3.36,13.45,5.04,0.00,11.76,34.45,23.53,5.04,5.88,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.84,4.20,0.00,0.00,0.00,0.00,0.84,18.49,3.36,0.840336134 ,15.53562602 ,3.361344538 
,,LO,main,30 ,2013 ,august,9,9-Aug,crab,1 ,y,main-30-2013-august-9-crab-1,6 ,14 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,10 ,4 ,8 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,5 ,0 ,32 ,11 ,2 ,5 ,3 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,4 ,1 ,2 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,140 ,13.57,0.71,0.00,0.71,0.71,0.00,0.00,5.00,2.86,4.29,10.00,5.00,22.86,7.86,1.43,10.71,15.71,5.71,7.14,2.86,7.86,0.00,1.43,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.71,1.43,0.00,0.00,0.71,32.14,3.57,2.142857143 ,22.95918367 ,1.428571429 
,,LO,main,30 ,2013 ,august,11,11-Aug,grand,2 ,n,main-30-2013-august-11-grand-2,5 ,40 ,5 ,,,,,0 ,0 ,1 ,0 ,5 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,0 ,48 ,10 ,4 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,146 ,9.59,3.42,0.00,0.00,0.68,0.00,0.00,0.00,1.37,3.42,27.40,4.11,32.88,6.85,2.74,0.00,4.11,3.42,0.68,0.00,1.37,0.00,5.48,0.00,1.37,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.74,0.00,0.00,0.00,0.00,0.68,42.47,0.00,2.739726027 ,29.08613248 ,2.739726027 
